,Datetime,Open,High,Low,Close,Adj Close,Volume,ticker
0,2024-03-26 14:00:00+00:00,192.66690063476562,192.86715698242188,189.80422973632812,191.84259033203125,191.84259033203125,0,SOL-USD
1,2024-03-26 15:00:00+00:00,191.78549194335938,191.8877410888672,190.12501525878906,190.80706787109375,190.80706787109375,0,SOL-USD
2,2024-03-26 16:00:00+00:00,190.58792114257812,191.3404083251953,186.9693603515625,187.54029846191406,187.54029846191406,51270656,SOL-USD
3,2024-03-26 17:00:00+00:00,187.40487670898438,188.8483428955078,186.77386474609375,188.7536163330078,188.7536163330078,0,SOL-USD
4,2024-03-26 18:00:00+00:00,188.7186737060547,190.8721923828125,188.66529846191406,189.84779357910156,189.84779357910156,0,SOL-USD
5,2024-03-26 19:00:00+00:00,189.74176025390625,189.74176025390625,187.7269744873047,188.55715942382812,188.55715942382812,1033472,SOL-USD
6,2024-03-26 20:00:00+00:00,188.499267578125,189.42892456054688,188.38038635253906,189.03111267089844,189.03111267089844,0,SOL-USD
7,2024-03-26 21:00:00+00:00,189.33914184570312,192.3095703125,189.33914184570312,191.3892822265625,191.3892822265625,0,SOL-USD
8,2024-03-26 22:00:00+00:00,191.3704833984375,192.18402099609375,190.2166290283203,192.122802734375,192.122802734375,0,SOL-USD
9,2024-03-26 23:00:00+00:00,192.15280151367188,192.42515563964844,190.76002502441406,190.76002502441406,190.76002502441406,0,SOL-USD
10,2024-03-27 00:00:00+00:00,190.7006072998047,192.02810668945312,188.9654083251953,192.02810668945312,192.02810668945312,0,SOL-USD
11,2024-03-27 01:00:00+00:00,192.07537841796875,192.48045349121094,190.50970458984375,190.5249786376953,190.5249786376953,3981824,SOL-USD
12,2024-03-27 02:00:00+00:00,190.5124053955078,191.5828094482422,189.6624298095703,191.5828094482422,191.5828094482422,0,SOL-USD
13,2024-03-27 03:00:00+00:00,191.63885498046875,191.63885498046875,189.94873046875,189.95155334472656,189.95155334472656,26686976,SOL-USD
14,2024-03-27 04:00:00+00:00,189.96961975097656,190.2509765625,188.85379028320312,188.95228576660156,188.95228576660156,0,SOL-USD
15,2024-03-27 05:00:00+00:00,188.99168395996094,190.18853759765625,188.93885803222656,190.18853759765625,190.18853759765625,0,SOL-USD
16,2024-03-27 06:00:00+00:00,190.17617797851562,190.4567108154297,189.13528442382812,189.48402404785156,189.48402404785156,0,SOL-USD
17,2024-03-27 07:00:00+00:00,189.47190856933594,189.5545196533203,186.26588439941406,186.40814208984375,186.40814208984375,0,SOL-USD
18,2024-03-27 08:00:00+00:00,186.45895385742188,187.60191345214844,185.56333923339844,185.56333923339844,185.56333923339844,0,SOL-USD
19,2024-03-27 09:00:00+00:00,185.57945251464844,186.11326599121094,184.10682678222656,186.08863830566406,186.08863830566406,144124672,SOL-USD
20,2024-03-27 10:00:00+00:00,186.10260009765625,186.72683715820312,185.90164184570312,186.48199462890625,186.48199462890625,729856,SOL-USD
21,2024-03-27 11:00:00+00:00,186.49510192871094,188.48353576660156,186.28050231933594,188.13819885253906,188.13819885253906,9591552,SOL-USD
22,2024-03-27 12:00:00+00:00,188.18304443359375,188.55657958984375,186.4413604736328,186.9359588623047,186.9359588623047,0,SOL-USD
23,2024-03-27 13:00:00+00:00,186.95701599121094,190.54847717285156,185.88973999023438,186.0017547607422,186.0017547607422,306369536,SOL-USD
24,2024-03-27 14:00:00+00:00,185.83140563964844,185.83140563964844,181.51051330566406,185.28939819335938,185.28939819335938,220266752,SOL-USD
25,2024-03-27 15:00:00+00:00,185.31216430664062,185.31216430664062,181.23634338378906,181.2633819580078,181.2633819580078,49299712,SOL-USD
26,2024-03-27 16:00:00+00:00,181.18284606933594,182.9383544921875,180.44529724121094,182.9105987548828,182.9105987548828,0,SOL-USD
27,2024-03-27 17:00:00+00:00,182.92874145507812,184.04135131835938,182.86965942382812,182.91770935058594,182.91770935058594,0,SOL-USD
28,2024-03-27 18:00:00+00:00,183.03379821777344,183.30873107910156,181.3099822998047,181.3992462158203,181.3992462158203,0,SOL-USD
29,2024-03-27 19:00:00+00:00,181.3369903564453,182.7019805908203,181.3369903564453,182.507568359375,182.507568359375,0,SOL-USD
30,2024-03-27 20:00:00+00:00,182.52767944335938,184.95291137695312,182.52767944335938,184.94781494140625,184.94781494140625,50933760,SOL-USD
31,2024-03-27 21:00:00+00:00,184.99424743652344,185.29991149902344,184.2299041748047,184.2299041748047,184.2299041748047,0,SOL-USD
32,2024-03-27 22:00:00+00:00,184.24781799316406,186.7048797607422,184.24781799316406,186.6547393798828,186.6547393798828,15902208,SOL-USD
33,2024-03-27 23:00:00+00:00,186.67782592773438,186.8519287109375,184.91490173339844,186.40945434570312,186.40945434570312,0,SOL-USD
34,2024-03-28 00:00:00+00:00,186.3649444580078,187.63772583007812,185.603759765625,186.48545837402344,186.48545837402344,15695616,SOL-USD
35,2024-03-28 01:00:00+00:00,186.4681854248047,186.5709228515625,183.90545654296875,184.33787536621094,184.33787536621094,8320768,SOL-USD
36,2024-03-28 02:00:00+00:00,184.3429718017578,184.77752685546875,181.44419860839844,181.6490020751953,181.6490020751953,32359168,SOL-USD
37,2024-03-28 03:00:00+00:00,181.70916748046875,182.26080322265625,181.00531005859375,182.1959228515625,182.1959228515625,0,SOL-USD
38,2024-03-28 04:00:00+00:00,182.18077087402344,183.73681640625,182.13023376464844,183.626220703125,183.626220703125,0,SOL-USD
39,2024-03-28 05:00:00+00:00,183.63558959960938,184.26559448242188,183.4210968017578,183.78936767578125,183.78936767578125,0,SOL-USD
40,2024-03-28 06:00:00+00:00,183.7637481689453,186.8063201904297,183.30404663085938,186.45924377441406,186.45924377441406,83425280,SOL-USD
41,2024-03-28 07:00:00+00:00,186.6198272705078,187.41207885742188,186.26815795898438,187.3095703125,187.3095703125,0,SOL-USD
42,2024-03-28 08:00:00+00:00,187.3140411376953,188.22494506835938,187.03062438964844,187.1641387939453,187.1641387939453,28445952,SOL-USD
43,2024-03-28 09:00:00+00:00,187.1565704345703,188.0275115966797,186.90296936035156,187.1546173095703,187.1546173095703,0,SOL-USD
44,2024-03-28 10:00:00+00:00,187.1842041015625,187.35006713867188,185.8197021484375,186.3845977783203,186.3845977783203,0,SOL-USD
45,2024-03-28 11:00:00+00:00,186.34674072265625,186.92552185058594,184.84710693359375,185.23731994628906,185.23731994628906,0,SOL-USD
46,2024-03-28 12:00:00+00:00,185.2435760498047,185.66319274902344,183.33262634277344,183.47361755371094,183.47361755371094,0,SOL-USD
47,2024-03-28 13:00:00+00:00,183.654052734375,185.7614288330078,183.1929473876953,185.7614288330078,185.7614288330078,0,SOL-USD
48,2024-03-28 14:00:00+00:00,185.81820678710938,188.95787048339844,185.4667510986328,188.95787048339844,188.95787048339844,0,SOL-USD
49,2024-03-28 15:00:00+00:00,188.9336700439453,188.943115234375,186.1150665283203,187.5189971923828,187.5189971923828,0,SOL-USD
50,2024-03-28 16:00:00+00:00,187.46702575683594,187.46702575683594,185.1424560546875,185.1424560546875,185.1424560546875,0,SOL-USD
51,2024-03-28 17:00:00+00:00,185.23439025878906,185.36373901367188,184.84906005859375,185.36373901367188,185.36373901367188,0,SOL-USD
52,2024-03-28 18:00:00+00:00,185.3521728515625,186.77435302734375,185.3374786376953,186.00148010253906,186.00148010253906,0,SOL-USD
53,2024-03-28 19:00:00+00:00,186.0222930908203,186.83233642578125,186.0222930908203,186.51283264160156,186.51283264160156,0,SOL-USD
54,2024-03-28 20:00:00+00:00,186.48936462402344,188.0962371826172,186.41648864746094,187.90235900878906,187.90235900878906,24676864,SOL-USD
55,2024-03-28 21:00:00+00:00,187.82669067382812,188.81088256835938,187.2592010498047,187.4762725830078,187.4762725830078,0,SOL-USD
56,2024-03-28 22:00:00+00:00,187.4732666015625,189.6990509033203,186.55322265625,189.6990509033203,189.6990509033203,0,SOL-USD
57,2024-03-28 23:00:00+00:00,189.7073211669922,190.8475341796875,189.32217407226562,189.67544555664062,189.67544555664062,45206016,SOL-USD
58,2024-03-29 00:00:00+00:00,189.68084716796875,189.68084716796875,187.74566650390625,188.4384765625,188.4384765625,0,SOL-USD
59,2024-03-29 01:00:00+00:00,188.52723693847656,190.35980224609375,188.29904174804688,188.764404296875,188.764404296875,0,SOL-USD
60,2024-03-29 02:00:00+00:00,188.75718688964844,189.8852996826172,187.9302978515625,189.27001953125,189.27001953125,0,SOL-USD
61,2024-03-29 03:00:00+00:00,189.3134002685547,190.0686492919922,188.18173217773438,188.2523956298828,188.2523956298828,23923456,SOL-USD
62,2024-03-29 04:00:00+00:00,188.27630615234375,188.9865264892578,187.39059448242188,187.47116088867188,187.47116088867188,36598784,SOL-USD
63,2024-03-29 05:00:00+00:00,187.4772186279297,188.0331268310547,186.03182983398438,186.29505920410156,186.29505920410156,25357312,SOL-USD
64,2024-03-29 06:00:00+00:00,186.25048828125,186.8103790283203,185.59210205078125,186.48956298828125,186.48956298828125,0,SOL-USD
65,2024-03-29 07:00:00+00:00,186.49578857421875,186.8253631591797,183.8134765625,183.8134765625,183.8134765625,12902912,SOL-USD
66,2024-03-29 08:00:00+00:00,183.7925262451172,186.12342834472656,183.7717742919922,185.76951599121094,185.76951599121094,0,SOL-USD
67,2024-03-29 09:00:00+00:00,185.75473022460938,185.9033203125,183.71287536621094,183.8274383544922,183.8274383544922,0,SOL-USD
68,2024-03-29 10:00:00+00:00,183.83871459960938,185.5487060546875,183.67041015625,185.5487060546875,185.5487060546875,0,SOL-USD
69,2024-03-29 11:00:00+00:00,185.5464630126953,186.3917236328125,185.4407958984375,185.77415466308594,185.77415466308594,0,SOL-USD
70,2024-03-29 12:00:00+00:00,185.77528381347656,186.29171752929688,185.04104614257812,185.75146484375,185.75146484375,0,SOL-USD
